4.008350456450E-10	1.197734276411E-05
4.586520501924E-10	1.197734276411E-05
5.248086598993E-10	1.197734276411E-05
6.005077910145E-10	1.197734276411E-05
6.871258700997E-10	1.197734276411E-05
9.266662643661E-10	1.197734276411E-05
1.249713339115E-09	1.197734276411E-05
1.685378533802E-09	1.197734276411E-05
2.272921888000E-09	1.197734276411E-05
3.065289966224E-09	1.197734276411E-05
4.133887146161E-09	1.197734276411E-05
5.575010235735E-09	1.197734276411E-05
7.518526275545E-09	1.197734276411E-05
8.906660312414E-09	1.197734276411E-05
1.055108341893E-08	1.197734276411E-05
1.249911385507E-08	1.197734276411E-05
1.480680617895E-08	1.197734276411E-05
1.754056421623E-08	1.197734276410E-05
2.077905182964E-08	1.197734276410E-05
2.461545647085E-08	1.197734276409E-05
2.916017064860E-08	1.197734276408E-05
3.259804931602E-08	1.197734276408E-05
3.644124144591E-08	1.197734276407E-05
4.073753202976E-08	1.197734276405E-05
4.554033973676E-08	1.197734276404E-05
5.090938110399E-08	1.197734276402E-05
5.691141303234E-08	1.197734276399E-05
6.362106281986E-08	1.197734276396E-05
7.112175605320E-08	1.197734276393E-05
7.829927925896E-08	1.197734276389E-05
8.620114958757E-08	1.197734276384E-05
9.490046729093E-08	1.197734276378E-05
1.044777098116E-07	1.197734276371E-05
1.133683107751E-07	1.197734276364E-05
1.230154634053E-07	1.197734276355E-05
1.334835469750E-07	1.197734276345E-05
1.448424191545E-07	1.197734276333E-05
1.555044667763E-07	1.197734276321E-05
1.669513622359E-07	1.197734276308E-05
1.792408792509E-07	1.197734276292E-05
1.924350443408E-07	1.197734276273E-05
2.049446301735E-07	1.197734276255E-05
2.182674241111E-07	1.197734276234E-05
2.324562902074E-07	1.197734276210E-05
2.475675290396E-07	1.197734276183E-05
2.619995643631E-07	1.197734276155E-05
2.772729202118E-07	1.197734276125E-05
2.934366416589E-07	1.197734276090E-05
3.105426328769E-07	1.197734276052E-05
3.269693452901E-07	1.197734276013E-05
3.442649782706E-07	1.197734275969E-05
3.624754949381E-07	1.197734275921E-05
3.816492897148E-07	1.197734275868E-05
4.001403750832E-07	1.197734275814E-05
4.195273621271E-07	1.197734275755E-05
4.398536576988E-07	1.197734275690E-05
4.611647717329E-07	1.197734275618E-05
4.817876315985E-07	1.197734275546E-05
5.033327265851E-07	1.197734275467E-05
5.258412981899E-07	1.197734275380E-05
5.493564321915E-07	1.197734275286E-05
5.721763889167E-07	1.197734275191E-05
5.959442737891E-07	1.197734275087E-05
6.206994632100E-07	1.197734274975E-05
6.464829692542E-07	1.197734274853E-05
6.729474756518E-07	1.197734274723E-05
7.004953363405E-07	1.197734274582E-05
7.291708996449E-07	1.197734274429E-05
7.590203293381E-07	1.197734274263E-05
7.900811589797E-07	1.197734274084E-05
8.224130680651E-07	1.197734273889E-05
8.560680720417E-07	1.197734273678E-05
8.911003149468E-07	1.197734273450E-05
9.275675750453E-07	1.197734273203E-05
9.655272160090E-07	1.197734272935E-05
1.005040311816E-06	1.197734272644E-05
1.046170435828E-06	1.197734272330E-05
1.088986608004E-06	1.197734271989E-05
1.133555099437E-06	1.197734271619E-05
1.179947626550E-06	1.197734271219E-05
1.228238840876E-06	1.197734270785E-05
1.278511069414E-06	1.197734270316E-05
1.330840957161E-06	1.197734269806E-05
1.385312724800E-06	1.197734269255E-05
1.442014040196E-06	1.197734268657E-05
1.501043643797E-06	1.197734268009E-05
1.562489655286E-06	1.197734267307E-05
1.626450991591E-06	1.197734266546E-05
1.693030618857E-06	1.197734265722E-05
1.762347844135E-06	1.197734264829E-05
1.834503102975E-06	1.197734263861E-05
1.909612592103E-06	1.197734262812E-05
1.987797265649E-06	1.197734261676E-05
2.069202682810E-06	1.197734260444E-05
2.153941861444E-06	1.197734259109E-05
2.242151327671E-06	1.197734257663E-05
2.333973198704E-06	1.197734256096E-05
2.429587280058E-06	1.197734254398E-05
2.529118309797E-06	1.197734252557E-05
2.632726750528E-06	1.197734250563E-05
2.740579638405E-06	1.197734248402E-05
2.852902579359E-06	1.197734246059E-05
2.969829087707E-06	1.197734243520E-05
3.091547841136E-06	1.197734240768E-05
3.218255250309E-06	1.197734237787E-05
3.350239829463E-06	1.197734234554E-05
3.487637257437E-06	1.197734231051E-05
3.630669521773E-06	1.197734227254E-05
3.779567713995E-06	1.197734223139E-05
3.934709222365E-06	1.197734218676E-05
4.096218889594E-06	1.197734213840E-05
4.264358112182E-06	1.197734208598E-05
4.439399016279E-06	1.197734202917E-05
4.621848099845E-06	1.197734196752E-05
4.811795420892E-06	1.197734190070E-05
5.009549139724E-06	1.197734182828E-05
5.215430081327E-06	1.197734174978E-05
5.430137552297E-06	1.197734166456E-05
5.653684044665E-06	1.197734157217E-05
5.886433440968E-06	1.197734147202E-05
6.128764603966E-06	1.197734136346E-05
6.381672529837E-06	1.197734124549E-05
6.645016885086E-06	1.197734111759E-05
6.919228336558E-06	1.197734097892E-05
7.204755322876E-06	1.197734082857E-05
7.503058328089E-06	1.197734066500E-05
7.813712159795E-06	1.197734048761E-05
8.137228187013E-06	1.197734029524E-05
8.474138951294E-06	1.197734008661E-05
8.826657660333E-06	1.197733985927E-05
9.193840920064E-06	1.197733961263E-05
9.576298766328E-06	1.197733934505E-05
9.974666612062E-06	1.197733905476E-05
1.039241166189E-05	1.197733873766E-05
1.082765212620E-05	1.197733839346E-05
1.128112072349E-05	1.197733801985E-05
1.175358085895E-05	1.197733761432E-05
1.225066535075E-05	1.197733716972E-05
1.276877262657E-05	1.197733668676E-05
1.330879178567E-05	1.197733616213E-05
1.387164952924E-05	1.197733559223E-05
1.446690257766E-05	1.197733496392E-05
1.508769881695E-05	1.197733428060E-05
1.573513434330E-05	1.197733353748E-05
1.641035228803E-05	1.197733272930E-05
1.713053749959E-05	1.197733183001E-05
1.788232878089E-05	1.197733085021E-05
1.866711319686E-05	1.197732978272E-05
1.948633868520E-05	1.197732861968E-05
2.037382708657E-05	1.197732730363E-05
2.130173537777E-05	1.197732586532E-05
2.227190444761E-05	1.197732429341E-05
2.328625902664E-05	1.197732257551E-05
2.442385413201E-05	1.197732055850E-05
2.561702375548E-05	1.197731834043E-05
2.686848285868E-05	1.197731590129E-05
2.818107903627E-05	1.197731321912E-05
2.986323524205E-05	1.197730959667E-05
3.164580099911E-05	1.197730553157E-05
3.353476985189E-05	1.197730096998E-05
3.553649310540E-05	1.197729585160E-05
3.738686299422E-05	1.197729086057E-05
3.933358084611E-05	1.197728534119E-05
4.138166345801E-05	1.197727923801E-05
4.353638884931E-05	1.197727248989E-05
4.534308575841E-05	1.197726657405E-05
4.722475796537E-05	1.197726016371E-05
4.918451683615E-05	1.197725321809E-05
5.122560285390E-05	1.197724569317E-05
5.311228670442E-05	1.197723847436E-05
5.506845877477E-05	1.197723072382E-05
5.709667837699E-05	1.197722240316E-05
5.919959908482E-05	1.197721347129E-05
6.120142033151E-05	1.197720468191E-05
6.327093271742E-05	1.197719530254E-05
6.541042520334E-05	1.197718529459E-05
6.762226415075E-05	1.197717461714E-05
6.975662580547E-05	1.197716399635E-05
7.195835432124E-05	1.197715271562E-05
7.422957599843E-05	1.197714073538E-05
7.657248424983E-05	1.197712801384E-05
7.885183075444E-05	1.197711528585E-05
8.119902696433E-05	1.197710181919E-05
8.361609257351E-05	1.197708757288E-05
8.610510739658E-05	1.197707250395E-05
8.854031505333E-05	1.197705737256E-05
9.104439477251E-05	1.197704141624E-05
9.361929438019E-05	1.197702459259E-05
9.626701679048E-05	1.197700685733E-05
9.886877125588E-05	1.197698900375E-05
1.015408418745E-04	1.197697023240E-05
1.042851290413E-04	1.197695049956E-05
1.071035845124E-04	1.197692975977E-05
1.098831492139E-04	1.197690884165E-05
1.127348495023E-04	1.197688690723E-05
1.156605574488E-04	1.197686391168E-05
1.186621937087E-04	1.197683980869E-05
1.216319701759E-04	1.197681545981E-05
1.246760716829E-04	1.197678999137E-05
1.277963583736E-04	1.197676335789E-05
1.309947369458E-04	1.197673551266E-05
1.341687684525E-04	1.197670734318E-05
1.374197074461E-04	1.197667794745E-05
1.407494174119E-04	1.197664727997E-05
1.441598069881E-04	1.197661529425E-05
1.475542965592E-04	1.197658289183E-05
1.510287152012E-04	1.197654915477E-05
1.545849449812E-04	1.197651403832E-05
1.582249122824E-04	1.197647749716E-05
1.618587923773E-04	1.197644042937E-05
1.655761301552E-04	1.197640191914E-05
1.693788423507E-04	1.197636192358E-05
1.732688897197E-04	1.197632039972E-05
1.771644578657E-04	1.197627821867E-05
1.811476092541E-04	1.197623449118E-05
1.852203130007E-04	1.197618917764E-05
1.893845824924E-04	1.197614223899E-05
1.935681836495E-04	1.197609448993E-05
1.978442026708E-04	1.197604509870E-05
2.022146811138E-04	1.197599403086E-05
2.066817056348E-04	1.197594125318E-05
2.111843733004E-04	1.197588749034E-05
2.157851339057E-04	1.197583200424E-05
2.204861244562E-04	1.197577476793E-05
2.252895285129E-04	1.197571575655E-05
2.301473490832E-04	1.197565557229E-05
2.351099167354E-04	1.197559360728E-05
2.401794900855E-04	1.197552984511E-05
2.453583764510E-04	1.197546427240E-05
2.506120435415E-04	1.197539735027E-05
2.559782032981E-04	1.197532862635E-05
2.614592644382E-04	1.197525809843E-05
2.670576872553E-04	1.197518576842E-05
2.727501886894E-04	1.197511197750E-05
2.785640293477E-04	1.197503641793E-05
2.845017956514E-04	1.197495910594E-05
2.905661291532E-04	1.197488006306E-05
2.967368672989E-04	1.197479961434E-05
3.030386530975E-04	1.197471750704E-05
3.094742696015E-04	1.197463378020E-05
3.160465589667E-04	1.197454847914E-05
3.227203540903E-04	1.197446214720E-05
3.295350763655E-04	1.197437436792E-05
3.364937016797E-04	1.197428520615E-05
3.435992687604E-04	1.197419473368E-05
3.507721143574E-04	1.197410407126E-05
3.580946975081E-04	1.197401228809E-05
3.655701440758E-04	1.197391947446E-05
3.732016451781E-04	1.197382572740E-05
3.808331252070E-04	1.197373307294E-05
3.886206589088E-04	1.197363972614E-05
3.965674373746E-04	1.197354579683E-05
4.046767169492E-04	1.197345140026E-05
4.127015934388E-04	1.197335949772E-05
4.208856059497E-04	1.197326738356E-05
4.292319102033E-04	1.197317517607E-05
4.377437244998E-04	1.197308299653E-05
4.460945043607E-04	1.197299442854E-05
4.546045909583E-04	1.197290611387E-05
4.632770233665E-04	1.197281816567E-05
4.721148986351E-04	1.197273069698E-05
4.807155606972E-04	1.197264768539E-05
4.894729036607E-04	1.197256531081E-05
4.983897818297E-04	1.197248366701E-05
5.074691015061E-04	1.197240284383E-05
5.161887388109E-04	1.197232740169E-05
5.250582021337E-04	1.197225283266E-05
5.340800658746E-04	1.197217919626E-05
5.432569486687E-04	1.197210654427E-05
5.522941771269E-04	1.197203716677E-05
5.614817423612E-04	1.197196878331E-05
5.708221452650E-04	1.197190141541E-05
5.803179283349E-04	1.197183507624E-05
5.910969149995E-04	1.197176229559E-05
6.020761135616E-04	1.197169079984E-05
6.132592428124E-04	1.197162058082E-05
6.246500906175E-04	1.197155162532E-05
6.369656321976E-04	1.197147983491E-05
6.495239858203E-04	1.197140942510E-05
6.623299387447E-04	1.197134037238E-05
6.753883726149E-04	1.197127265246E-05
6.936992490671E-04	1.197118198606E-05
7.125065631395E-04	1.197109371238E-05
7.318237740628E-04	1.197100776928E-05
7.516647059695E-04	1.197092409573E-05
7.843240259552E-04	1.197079558603E-05
8.184023711705E-04	1.197067243085E-05
8.539613972959E-04	1.197055440721E-05
8.910654389094E-04	1.197044130120E-05
9.614369761719E-04	1.197025077103E-05
1.037366077493E-03	1.197007419544E-05
1.119291649274E-03	1.196991055122E-05
1.207687260376E-03	1.196975888998E-05
1.334686256149E-03	1.196957616739E-05
1.475040319461E-03	1.196941084086E-05
1.630153853770E-03	1.196926125181E-05
1.801578947979E-03	1.196912589922E-05
2.010153810490E-03	1.196899235036E-05
2.242876087312E-03	1.196887266481E-05
2.502541405929E-03	1.196876540128E-05
2.792269053033E-03	1.196866926770E-05
3.149961557420E-03	1.196857497836E-05
3.553474835257E-03	1.196849140029E-05
4.008678574208E-03	1.196841731469E-05
4.522194374890E-03	1.196835164075E-05
5.166702476929E-03	1.196828768918E-05
5.903066580536E-03	1.196823171833E-05
6.744378103799E-03	1.196818273043E-05
7.705594268068E-03	1.196813985169E-05
8.937498720733E-03	1.196809838269E-05
1.036634951234E-02	1.196806263225E-05
1.202363273773E-02	1.196803181011E-05
1.394586821906E-02	1.196800523441E-05
1.647489042420E-02	1.196797971634E-05
1.946253974481E-02	1.196795811782E-05
2.299198620234E-02	1.196793983529E-05
2.716148233786E-02	1.196792435732E-05
3.283171305780E-02	1.196790961644E-05
3.968566107334E-02	1.196789742349E-05
4.797043919260E-02	1.196788733670E-05
5.798474749049E-02	1.196787899014E-05
7.219355611010E-02	1.196787112080E-05
8.988414659695E-02	1.196786480213E-05
1.119097083560E-01	1.196785972742E-05
1.393324996507E-01	1.196785564984E-05
1.804710723548E-01	1.196785185638E-05
2.337560012096E-01	1.196784892926E-05
3.027735547229E-01	1.196784666970E-05
3.921688639658E-01	1.196784492379E-05
5.368401476266E-01	1.196784332999E-05
7.348807378266E-01	1.196784216702E-05
1.005978597570E+00	1.196784131776E-05
1.377084588938E+00	1.196784069621E-05
2.046356361780E+00	1.196784014494E-05
3.040898426310E+00	1.196783977498E-05
4.518794190418E+00	1.196783952628E-05
6.714956592659E+00	1.196783935807E-05
9.061783763701E+00	1.196783926863E-05
1.222880950114E+01	1.196783920241E-05
1.650268707738E+01	1.196783915335E-05
2.227025294233E+01	1.196783911695E-05
2.715079365177E+01	1.196783909823E-05
3.310090809611E+01	1.196783908288E-05
4.035499406903E+01	1.196783907029E-05
4.919881779628E+01	1.196783905996E-05
5.676327577551E+01	1.196783905367E-05
6.549079065493E+01	1.196783904822E-05
7.556018573648E+01	1.196783904349E-05
8.717777891265E+01	1.196783903939E-05
9.721707190777E+01	1.196783903663E-05
1.084124783655E+02	1.196783903415E-05
1.208971349857E+02	1.196783903192E-05
1.348195103379E+02	1.196783902991E-05
1.503451704616E+02	1.196783902810E-05
1.676587477916E+02	1.196783902646E-05
1.869661368221E+02	1.196783902498E-05
2.084969426206E+02	1.196783902363E-05
2.275585693660E+02	1.196783902263E-05
2.483628864818E+02	1.196783902170E-05
2.710692177114E+02	1.196783902082E-05
2.958514528139E+02	1.196783901999E-05
3.173114596475E+02	1.196783901936E-05
3.403280986658E+02	1.196783901874E-05
3.650142824029E+02	1.196783901814E-05
3.914911136648E+02	1.196783901755E-05
4.089900554134E+02	1.196783901719E-05
4.272711680763E+02	1.196783901682E-05
4.463694132728E+02	1.196783901645E-05
4.663213153431E+02	1.196783901609E-05
4.871650311990E+02	1.196783901571E-05
