ener_f  theta_0  d_theta  beta_0  chi2
207.9  39.05929774216246  29.15222770373207  0.0004183016315086555  30.751375061051796
208.0  39.05786837957912  29.1500404688254  0.0004197370697853052  30.74187257402159
208.1  39.057858374800645  29.150023817359493  0.000419747293283382  30.7700449339896
208.2  39.057858374800645  29.150023817359493  0.000419747293283382  30.814517149033705
208.3  39.057858587736646  29.148429784080186  0.0004217083777101108  30.771209662313638
208.4  39.05785389722618  29.148421735030595  0.00042171342155896557  30.79338286566836
208.5  39.05798030485797  29.14851824345913  0.0004217047370934687  30.83378777598737
208.6  39.15133816567227  29.214829482666943  0.000422053164019801  30.477770577221285
208.7  39.151313671995055  29.214809709067335  0.00042205498601810765  30.49351739705818
208.8  39.14989674202451  29.21257989531656  0.00042354805891805147  30.476005435592032
208.9  39.1498962028952  29.212581450154218  0.0004235442554517681  30.48378588040557
209.0  39.15000032153307  29.212659202491082  0.0004235392289514413  30.509705370263006
209.1  39.14885390228251  29.21044263303518  0.0004252526991495104  30.477206451483703
209.2  39.14880102840193  29.210388821016025  0.0004252718015775234  30.48890232544518
209.3  39.14452700760627  29.20630831862547  0.0004265355656913532  30.482330906196353
209.4  39.14453180666034  29.206310884915148  0.0004265360072551043  30.494819467915576
209.5  39.14451118917299  29.20629348225214  0.0004265384460991962  30.525534214658748
209.6  39.144377292819286  29.206191653740696  0.0004265446734563515  30.57439862369517
209.7  39.14428295148727  29.204024208902226  0.0004291185336306096  30.490980610851725
209.8  39.14427024810969  29.204009072925835  0.00042912448784526356  30.498982829477193
209.9  39.14437219615864  29.20408676890627  0.000429117602381973  30.525591717440374
210.0  39.13982792281588  29.19956117305412  0.0004306925347582569  30.508473182034255
210.1  39.13987344420376  29.19959315613356  0.0004306922326113677  30.527310753965793
210.2  39.14034600523435  29.199941823047215  0.00043067692082790704  30.564466966033386
210.3  39.14418335540675  29.201086600295003  0.00043262671530773235  30.50793574324568
210.4  39.14417207063003  29.20107567647741  0.00043262953388842096  30.5211468076041
210.5  39.14427401842328  29.20115336465367  0.0004326225921853526  30.553709618583277
210.6  39.14414939938676  29.20105941835798  0.0004326285751864457  30.604832589260813
210.7  39.1444899855417  29.19924724131662  0.00043514683447782167  30.521748601836347
210.8  39.14447725611333  29.19923422653121  0.00043515030961423565  30.534211310569624
210.9  39.14450410871622  29.199253258525196  0.0004351503443376797  30.56472190745473
211.0  39.14425744102021  29.199007459670547  0.00043523447035338845  30.60848933869867
211.1  39.14765946851473  29.199550892100028  0.000437540486314148  30.52971733717913
211.2  39.14764814495334  29.199538112737354  0.0004375452702071183  30.542961046613957
211.3  39.14764814495334  29.199538112737354  0.0004375452702071183  30.574470708102613
211.4  39.14537589166281  29.19663093634659  0.00043912331610423646  30.554090902581823
211.5  39.14532722995743  29.196582924308757  0.0004391380535644451  30.576738280286115
211.6  39.14011403252755  29.192294489633596  0.00043984073418557815  30.602279698610776
211.7  39.14038613903007  29.192483710063627  0.00043984632529793066  30.642865277371975
211.8  39.14365649960304  29.193070024067403  0.00044198417707094767  30.58158614690931
211.9  39.143643707311256  29.193058172994572  0.00044198687726626897  30.595123216771047
212.0  39.14361560908125  29.193034603026042  0.0004419904695648896  30.62697067911556
212.1  39.14379379364732  29.19317183247251  0.0004419762643972279  30.677127741200266
212.2  39.13416463239891  29.184917870297078  0.00044368541919851117  30.67329907214296
212.3  39.134087411244124  29.184856875846965  0.00044369142688613583  30.715599055491857
212.4  39.13405987830724  29.184835135812627  0.0004436939790364889  30.776519322952744
212.5  39.13407357118918  29.18270645796578  0.00044631720735805505  30.68222228085005
212.6  39.13405545978676  29.18268770026144  0.0004463237160411717  30.70328016459686
212.7  39.13416638925323  29.182771419747798  0.00044631663509533265  30.74174484595353
212.8  39.13202303239768  29.1798886305157  0.000447980588013929  30.72483157978629
212.9  39.1319890174482  29.179854721017573  0.00044799180608854304  30.75367079342178
213.0  39.13224013213666  29.18005548213199  0.00044796407955024006  30.800434677694078
213.1  39.12951133011325  29.176310163249326  0.0004501750095107363  30.768937678164093
213.2  39.12950430955526  29.17630186460783  0.00045017851114404796  30.791096770497838
213.3  39.129476221474846  29.17627830816805  0.0004501821700211048  30.831549836193325
213.4  39.13116496758035  29.17573356408954  0.00045232578302512326  30.790527172497693
213.5  39.13120297280427  29.17575912452005  0.00045232696420644783  30.80427623355245
213.6  39.1311647519487  29.175720645258117  0.0004523407695799043  30.836546042143247
213.7  39.2227148209364  29.240718694486667  0.00045257658089152845  30.476104650460073
213.8  39.22268721186667  29.24068730196122  0.0004525896412136128  30.487072149231302
213.9  39.22259910989416  29.240615067971248  0.00045260102983714253  30.515599536830884
214.0  39.226615596684695  29.242039063560494  0.00045435486291093815  30.4764628631108
214.1  39.226588560289485  29.24200842873598  0.00045436744706046797  30.489350692764745
214.2  39.219414113856104  29.235675238904765  0.00045586403028018515  30.480589934750906
214.3  39.219408033306834  29.235657348740567  0.0004558794269362038  30.492186153077604
214.4  39.219408033306834  29.235657348740567  0.0004558794269362038  30.519104087095663
214.5  39.219250563210736  29.2355347944184  0.0004558909212582863  30.56495753125884
214.6  39.21969646529617  29.23371424376287  0.0004585043239568795  30.487216848161005
214.7  39.21967632556289  29.233692711667135  0.0004585117338158756  30.496106561862288
214.8  39.21961698611388  29.23364434900693  0.0004585192368925618  30.522391860482152
214.9  39.219508756499515  29.23353902201553  0.0004585529787677509  30.563980160433015
215.0  39.22294902100474  29.234094824844476  0.0004608659127725507  30.490889996517932
215.1  39.22293896180085  29.23407444196238  0.0004608818796824734  30.50475427879165
215.2  39.22304866504106  29.23415669958136  0.00046087515502387093  30.534832361371677
215.3  39.2229182015935  29.23405779390773  0.000460882481389789  30.582966502875106
215.4  39.20669528050999  29.220926528420527  0.0004628202270902576  30.564688748233827
215.5  39.199436763302174  29.214873932157648  0.0004639054164404209  30.58703038814569
215.6  39.19957066917427  29.21497661978446  0.0004638956668821733  30.618554000739838
215.7  39.19927912615569  29.214686619962432  0.0004639959992077289  30.661954963935745
215.8  39.20042598787483  29.213442082526836  0.00046651698921721947  30.594715520473546
215.9  39.20043042666612  29.213444838085213  0.00046651680471036956  30.607873150331702
216.0  39.20043436920595  29.213444359249465  0.00046652085101810717  30.639547453909227
216.1  39.200392053328486  29.213385635212674  0.00046655426941999884  30.68522914915586
216.2  39.25431363328405  29.250458302437735  0.00046813236598749206  30.477289744632653
216.3  39.254319324035926  29.250459115002265  0.00046813571602260406  30.488802154117145
216.4  39.2520074084862  29.247627451455717  0.0004695838981741506  30.480850624053968
216.5  39.252011580761504  29.24763331244775  0.00046957928814609674  30.490274972358485
216.6  39.25199978559631  29.24762035894834  0.00046958414061325405  30.516628392841096
216.7  39.24701054990201  29.242594994763575  0.00047138665561053034  30.493823049123332
216.8  39.24695562774062  29.242542931407588  0.0004714014529793896  30.50994733790778
216.9  39.246395910689934  29.242082952779647  0.00047147615384889816  30.54081663083422
217.0  39.24643298879912  29.24206982767155  0.00047152341763382987  30.58716564912238
217.1  39.247534104567315  29.24070018962847  0.0004741532921108828  30.504014806840445
217.2  39.247538520012775  29.240706294395157  0.0004741483716702361  30.516752258639965
217.3  39.24756434807504  29.24072290901966  0.0004741497171581688  30.54699643724537
217.4  39.247571029558564  29.24070820973118  0.0004741735828961865  30.59300736144848
217.5  39.24219948581809  29.234718146707234  0.00047682373877974666  30.53335641654106
217.6  39.24219016887208  29.234710626134294  0.00047682379897156607  30.54913692713245
217.7  39.2421783766582  29.234697678358224  0.0004768287263009494  30.581161037836743
217.8  39.24223399197234  29.23473591679575  0.0004768301668146107  30.630188609967583
217.9  39.24246215871275  29.234922114043414  0.0004767996490171406  30.699497904524545
218.0  39.245315267007555  29.234186274720873  0.00048017706839641113  30.547878390201237
218.1  39.24531322199647  29.23418020915338  0.00048018171653869333  30.561618772872013
218.2  39.245289535111354  29.234158196695116  0.00048018758507670944  30.590740165651354
218.3  39.285705296552436  29.261703198023056  0.0004816356819529165  30.479944857803545
218.4  39.285705296552436  29.261703198023056  0.0004816356819529165  30.483333424853633
218.5  39.28572098970393  29.261714106988574  0.00048163555913785007  30.506758408820666
218.6  39.285679405459966  29.2616611400884  0.00048166350451197426  30.545398432139677
218.7  39.28073058768186  29.256326956789962  0.0004838778581871299  30.489984431061117
218.8  39.28073095217346  29.256323593469244  0.00048388183130647485  30.509840423061878
218.9  39.28071946766357  29.256276551736796  0.00048392862106394306  30.543941280449644
